127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:22 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:10:22 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:10:22 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:22 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:22 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 501 0 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 501 0 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:10:23 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:25 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:25 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:10:25 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:27 +0530] "PUT /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:27 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:10:28 +0530] "PUT /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:28 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:34 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:34 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:34 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:10:34 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:34 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:10:47 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:47 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:10:47 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:11:15 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:11:15 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:11:15 +0530] "PUT /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:22:50 +0530] "GET /proxy HTTP/1.1" 404 0 
127.0.0.1 - - [12/Nov/2020:21:23:31 +0530] "GET /proxy HTTP/1.1" 404 0 
127.0.0.1 - - [12/Nov/2020:21:46:36 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:36 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:46:36 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:36 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:36 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:46:36 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:46:36 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:36 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:36 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "PUT /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "PUT /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:46:37 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:55:35 +0530] "GET /proxy HTTP/1.1" 404 0 
